game_number,strategy,seed,turns_survived,survived_target,final_people,max_people,final_food,max_food,total_hunts,successful_hunts,hunt_failures,hunt_deaths,total_food_rolls,total_food_gained,kinship_started,kinship_completed,tech_sets_completed,tech_upgrades_completed,prayer_earned,prayer_spent,sacrifices,events_ignored
1860,food,101860,50,True,1,5,33,34,10,6,4,4,50,67,0,0,0,0,0,0,0,0
1861,food,101861,50,True,1,5,35,35,9,5,4,4,50,61,0,0,0,0,0,0,0,0
1862,food,101862,50,True,1,5,19,22,5,1,4,4,50,65,0,0,0,0,0,0,0,0
1863,food,101863,50,True,1,5,35,43,10,6,4,4,50,55,0,0,0,0,0,0,0,0
1864,food,101864,50,True,1,5,109,110,20,16,4,4,50,72,0,0,0,0,0,0,0,0
1865,food,101865,50,True,1,5,37,44,8,4,4,4,51,66,0,0,0,0,0,0,0,0
1866,food,101866,50,True,1,5,29,32,7,3,4,4,50,67,0,0,0,0,0,0,0,0
1867,food,101867,50,True,1,5,46,51,10,6,4,4,50,65,0,0,0,0,0,0,0,0
1868,food,101868,50,True,1,5,36,36,15,11,4,4,50,60,0,0,0,0,0,0,0,0
1869,food,101869,50,True,1,5,85,86,18,14,4,4,51,67,0,0,0,0,0,0,0,0
1870,food,101870,50,True,1,5,71,73,16,12,4,4,50,64,0,0,0,0,0,0,0,0
1871,food,101871,50,True,1,5,26,26,8,4,4,4,50,64,0,0,0,0,0,0,0,0
1872,food,101872,50,True,1,5,71,72,15,11,4,4,50,62,0,0,0,0,0,0,0,0
1873,food,101873,50,True,1,5,62,66,17,13,4,4,50,59,0,0,0,0,0,0,0,0
1874,food,101874,50,True,1,5,38,38,13,9,4,4,50,62,0,0,0,0,0,0,0,0
1875,food,101875,50,True,1,5,18,25,7,3,4,4,50,56,0,0,0,0,0,0,0,0
1876,food,101876,50,True,1,5,98,100,20,16,4,4,50,59,0,0,0,0,0,0,0,0
1877,food,101877,50,True,1,5,77,84,16,12,4,4,50,54,0,0,0,0,0,0,0,0
1878,food,101878,50,True,1,5,51,57,15,11,4,4,50,56,0,0,0,0,0,0,0,0
1879,food,101879,50,True,1,5,56,59,14,10,4,4,50,65,0,0,0,0,0,0,0,0
1880,food,101880,50,True,1,5,17,17,5,1,4,4,52,68,0,0,0,0,0,0,0,0
1881,food,101881,50,True,1,5,22,27,8,4,4,4,50,53,0,0,0,0,0,0,0,0
1882,food,101882,50,True,1,5,63,64,13,9,4,4,50,67,0,0,0,0,0,0,0,0
1883,food,101883,50,True,1,5,75,81,15,11,4,4,50,56,0,0,0,0,0,0,0,0
1884,food,101884,50,True,1,5,33,40,11,7,4,4,50,50,0,0,0,0,0,0,0,0
1885,food,101885,50,True,1,5,61,64,18,14,4,4,50,54,0,0,0,0,0,0,0,0
1886,food,101886,50,True,1,5,47,48,10,6,4,4,50,67,0,0,0,0,0,0,0,0
1887,food,101887,50,True,1,5,39,39,10,6,4,4,50,68,0,0,0,0,0,0,0,0
1888,food,101888,50,True,1,5,61,67,14,10,4,4,50,60,0,0,0,0,0,0,0,0
1889,food,101889,50,True,1,5,18,19,8,4,4,4,50,58,0,0,0,0,0,0,0,0
1890,food,101890,50,True,1,5,49,49,8,4,4,4,50,77,0,0,0,0,0,0,0,0
1891,food,101891,50,True,1,5,87,87,16,12,4,4,50,71,0,0,0,0,0,0,0,0
1892,food,101892,50,True,1,5,90,95,19,15,4,4,50,54,0,0,0,0,0,0,0,0
1893,food,101893,50,True,1,5,39,39,11,7,4,4,50,67,0,0,0,0,0,0,0,0
1894,food,101894,50,True,1,5,127,130,20,16,4,4,50,65,0,0,0,0,0,0,0,0
1895,food,101895,50,True,1,5,37,44,11,7,4,4,50,56,0,0,0,0,0,0,0,0
1896,food,101896,50,True,1,5,19,23,13,9,4,4,50,45,0,0,0,0,0,0,0,0
1897,food,101897,50,True,1,5,36,39,12,8,4,4,50,60,0,0,0,0,0,0,0,0
1898,food,101898,50,True,1,5,41,42,10,6,4,4,50,65,0,0,0,0,0,0,0,0
1899,food,101899,50,True,1,5,45,48,12,8,4,4,50,61,0,0,0,0,0,0,0,0
1900,food,101900,50,True,1,5,68,70,16,12,4,4,50,56,0,0,0,0,0,0,0,0
1901,food,101901,50,True,1,5,69,71,16,12,4,4,50,59,0,0,0,0,0,0,0,0
1902,food,101902,50,True,1,5,74,78,17,13,4,4,50,56,0,0,0,0,0,0,0,0
1903,food,101903,50,True,1,5,60,63,13,9,4,4,50,62,0,0,0,0,0,0,0,0
1904,food,101904,50,True,1,5,106,106,18,14,4,4,50,67,0,0,0,0,0,0,0,0
1905,food,101905,50,True,1,5,91,92,22,18,4,4,50,54,0,0,0,0,0,0,0,0
1906,food,101906,50,True,1,5,58,58,12,8,4,4,50,65,0,0,0,0,0,0,0,0
1907,food,101907,50,True,1,5,35,39,12,8,4,4,50,56,0,0,0,0,0,0,0,0
1908,food,101908,50,True,1,5,31,31,7,3,4,4,50,61,0,0,0,0,0,0,0,0
1909,food,101909,50,True,1,5,29,33,12,8,4,4,50,60,0,0,0,0,0,0,0,0
1910,food,101910,50,True,1,5,54,54,12,8,4,4,50,62,0,0,0,0,0,0,0,0
1911,food,101911,50,True,1,5,58,63,15,11,4,4,50,56,0,0,0,0,0,0,0,0
1912,food,101912,50,True,1,5,50,58,13,9,4,4,50,52,0,0,0,0,0,0,0,0
1913,food,101913,50,True,1,5,17,22,6,2,4,4,50,63,0,0,0,0,0,0,0,0
1914,food,101914,50,True,1,5,81,82,16,12,4,4,50,61,0,0,0,0,0,0,0,0
1915,food,101915,50,True,1,5,82,82,15,11,4,4,50,67,0,0,0,0,0,0,0,0
1916,food,101916,50,True,1,5,104,106,19,15,4,4,50,65,0,0,0,0,0,0,0,0
1917,food,101917,50,True,1,5,48,48,11,7,4,4,50,71,0,0,0,0,0,0,0,0
1918,food,101918,50,True,1,5,73,78,15,11,4,4,50,52,0,0,0,0,0,0,0,0
1919,food,101919,50,True,1,5,48,50,10,6,4,4,50,57,0,0,0,0,0,0,0,0
1920,food,101920,50,True,1,5,69,70,15,11,4,4,50,60,0,0,0,0,0,0,0,0
1921,food,101921,50,True,1,5,67,68,19,15,4,4,50,52,0,0,0,0,0,0,0,0
1922,food,101922,50,True,1,5,11,12,9,5,4,4,50,52,0,0,0,0,0,0,0,0
1923,food,101923,50,True,1,5,45,57,14,10,4,4,50,51,0,0,0,0,0,0,0,0
1924,food,101924,50,True,1,5,111,111,25,21,4,4,50,69,0,0,0,0,0,0,0,0
1925,food,101925,50,True,1,5,32,32,11,7,4,4,50,57,0,0,0,0,0,0,0,0
1926,food,101926,50,True,1,5,29,34,8,4,4,4,50,56,0,0,0,0,0,0,0,0
1927,food,101927,50,True,1,5,68,71,15,11,4,4,50,72,0,0,0,0,0,0,0,0
1928,food,101928,50,True,1,5,37,40,16,12,4,4,50,55,0,0,0,0,0,0,0,0
1929,food,101929,50,True,1,5,74,76,18,14,4,4,50,70,0,0,0,0,0,0,0,0
1930,food,101930,50,True,1,5,53,59,13,9,4,4,50,55,0,0,0,0,0,0,0,0
1931,food,101931,50,True,1,5,20,27,8,4,4,4,50,50,0,0,0,0,0,0,0,0
1932,food,101932,50,True,1,5,22,28,9,5,4,4,50,48,0,0,0,0,0,0,0,0
1933,food,101933,50,True,1,5,21,21,6,2,4,4,50,59,0,0,0,0,0,0,0,0
1934,food,101934,50,True,1,5,54,58,15,11,4,4,50,59,0,0,0,0,0,0,0,0
1935,food,101935,50,True,1,5,65,65,12,8,4,4,50,65,0,0,0,0,0,0,0,0
1936,food,101936,50,True,1,5,50,50,12,8,4,4,50,73,0,0,0,0,0,0,0,0
1937,food,101937,50,True,1,5,19,20,9,5,4,4,54,71,0,0,0,0,0,0,0,0
1938,food,101938,50,True,1,5,53,60,12,8,4,4,50,55,0,0,0,0,0,0,0,0
1939,food,101939,50,True,1,5,43,46,9,5,4,4,50,63,0,0,0,0,0,0,0,0
1940,food,101940,50,True,1,5,17,25,10,6,4,4,50,54,0,0,0,0,0,0,0,0
1941,food,101941,50,True,1,5,101,111,18,14,4,4,50,55,0,0,0,0,0,0,0,0
1942,food,101942,50,True,1,5,27,27,10,6,4,4,51,72,0,0,0,0,0,0,0,0
1943,food,101943,50,True,1,5,40,45,14,10,4,4,50,50,0,0,0,0,0,0,0,0
1944,food,101944,50,True,1,5,31,31,9,5,4,4,50,60,0,0,0,0,0,0,0,0
1945,food,101945,50,True,1,5,31,40,11,7,4,4,50,54,0,0,0,0,0,0,0,0
1946,food,101946,50,True,1,5,40,42,13,9,4,4,50,58,0,0,0,0,0,0,0,0
1947,food,101947,50,True,1,5,83,88,17,13,4,4,50,59,0,0,0,0,0,0,0,0
1948,food,101948,50,True,1,5,26,37,9,5,4,4,50,50,0,0,0,0,0,0,0,0
1949,food,101949,50,True,1,5,64,68,15,11,4,4,50,53,0,0,0,0,0,0,0,0
1950,food,101950,50,True,1,5,19,26,9,5,4,4,50,55,0,0,0,0,0,0,0,0
1951,food,101951,50,True,1,5,52,52,10,6,4,4,50,72,0,0,0,0,0,0,0,0
1952,food,101952,50,True,1,5,47,52,13,9,4,4,50,57,0,0,0,0,0,0,0,0
1953,food,101953,50,True,1,5,63,67,17,13,4,4,50,53,0,0,0,0,0,0,0,0
1954,food,101954,50,True,1,5,58,63,16,12,4,4,50,60,0,0,0,0,0,0,0,0
1955,food,101955,50,True,1,5,67,73,15,11,4,4,50,58,0,0,0,0,0,0,0,0
1956,food,101956,50,True,1,5,29,29,10,6,4,4,50,69,0,0,0,0,0,0,0,0
1957,food,101957,50,True,1,5,21,26,7,3,4,4,50,50,0,0,0,0,0,0,0,0
1958,food,101958,50,True,1,5,54,54,15,11,4,4,50,64,0,0,0,0,0,0,0,0
1959,food,101959,50,True,1,5,84,86,21,17,4,4,50,63,0,0,0,0,0,0,0,0
1960,food,101960,50,True,1,5,91,91,15,11,4,4,50,69,0,0,0,0,0,0,0,0
1961,food,101961,50,True,1,5,85,85,19,15,4,4,50,52,0,0,0,0,0,0,0,0
1962,food,101962,50,True,1,5,89,93,17,13,4,4,50,57,0,0,0,0,0,0,0,0
1963,food,101963,50,True,1,5,44,47,10,6,4,4,50,64,0,0,0,0,0,0,0,0
1964,food,101964,50,True,1,5,60,60,12,8,4,4,50,67,0,0,0,0,0,0,0,0
1965,food,101965,50,True,1,5,66,69,12,8,4,4,50,62,0,0,0,0,0,0,0,0
1966,food,101966,50,True,1,5,39,54,15,11,4,4,50,42,0,0,0,0,0,0,0,0
1967,food,101967,50,True,1,5,53,55,11,7,4,4,50,74,0,0,0,0,0,0,0,0
1968,food,101968,50,True,1,5,62,64,16,12,4,4,50,66,0,0,0,0,0,0,0,0
1969,food,101969,50,True,1,5,56,57,13,9,4,4,50,63,0,0,0,0,0,0,0,0
1970,food,101970,50,True,1,5,74,76,14,10,4,4,50,63,0,0,0,0,0,0,0,0
1971,food,101971,50,True,1,5,53,54,13,9,4,4,50,61,0,0,0,0,0,0,0,0
1972,food,101972,50,True,1,5,123,125,19,15,4,4,50,79,0,0,0,0,0,0,0,0
1973,food,101973,50,True,1,5,65,65,16,12,4,4,50,64,0,0,0,0,0,0,0,0
1974,food,101974,50,True,1,5,86,87,17,13,4,4,50,67,0,0,0,0,0,0,0,0
1975,food,101975,50,True,1,5,59,59,13,9,4,4,50,65,0,0,0,0,0,0,0,0
1976,food,101976,50,True,1,5,52,59,15,11,4,4,50,53,0,0,0,0,0,0,0,0
1977,food,101977,50,True,1,5,20,20,10,6,4,4,50,60,0,0,0,0,0,0,0,0
1978,food,101978,50,True,1,5,85,88,24,20,4,4,50,45,0,0,0,0,0,0,0,0
1979,food,101979,50,True,1,5,103,111,19,15,4,4,50,50,0,0,0,0,0,0,0,0
1980,food,101980,50,True,1,5,78,79,15,11,4,4,50,64,0,0,0,0,0,0,0,0
1981,food,101981,50,True,1,5,50,52,11,7,4,4,50,64,0,0,0,0,0,0,0,0
1982,food,101982,50,True,1,5,83,87,15,11,4,4,50,58,0,0,0,0,0,0,0,0
1983,food,101983,50,True,1,5,33,33,9,5,4,4,50,60,0,0,0,0,0,0,0,0
1984,food,101984,50,True,1,5,30,36,10,6,4,4,50,54,0,0,0,0,0,0,0,0
1985,food,101985,50,True,1,5,46,47,12,8,4,4,50,54,0,0,0,0,0,0,0,0
1986,food,101986,50,True,1,5,91,91,16,12,4,4,50,63,0,0,0,0,0,0,0,0
1987,food,101987,50,True,1,5,37,42,12,8,4,4,50,55,0,0,0,0,0,0,0,0
1988,food,101988,50,True,1,5,26,27,8,4,4,4,50,58,0,0,0,0,0,0,0,0
1989,food,101989,50,True,1,5,80,83,20,16,4,4,50,56,0,0,0,0,0,0,0,0
1990,food,101990,50,True,1,5,41,49,13,9,4,4,50,48,0,0,0,0,0,0,0,0
1991,food,101991,50,True,1,5,36,41,10,6,4,4,50,56,0,0,0,0,0,0,0,0
1992,food,101992,50,True,1,5,62,64,15,11,4,4,50,62,0,0,0,0,0,0,0,0
1993,food,101993,50,True,1,5,46,51,12,8,4,4,50,52,0,0,0,0,0,0,0,0
1994,food,101994,50,True,1,5,60,61,11,7,4,4,50,62,0,0,0,0,0,0,0,0
1995,food,101995,50,True,1,5,72,72,21,17,4,4,50,60,0,0,0,0,0,0,0,0
1996,food,101996,50,True,1,5,52,58,14,10,4,4,50,57,0,0,0,0,0,0,0,0
1997,food,101997,50,True,1,5,55,56,13,9,4,4,50,64,0,0,0,0,0,0,0,0
1998,food,101998,50,True,1,5,25,25,5,1,4,4,51,70,0,0,0,0,0,0,0,0
1999,food,101999,50,True,1,5,51,52,13,9,4,4,50,64,0,0,0,0,0,0,0,0
2000,food,102000,50,True,1,5,117,117,23,19,4,4,50,70,0,0,0,0,0,0,0,0
2001,hunt,102001,19,False,0,5,47,48,19,14,5,5,16,16,0,0,0,0,0,0,0,0
2002,hunt,102002,16,False,0,5,58,58,16,11,5,5,12,11,0,0,0,0,0,0,0,0
2003,hunt,102003,12,False,0,5,37,42,12,7,5,5,12,15,0,0,0,0,0,0,0,0
2004,hunt,102004,11,False,0,5,24,28,11,6,5,5,7,8,0,0,0,0,0,0,0,0
2005,hunt,102005,16,False,0,5,60,60,16,11,5,5,12,19,0,0,0,0,0,0,0,0
2006,hunt,102006,19,False,0,5,53,53,18,13,5,5,7,13,0,0,0,0,0,0,0,0
2007,hunt,102007,21,False,0,5,89,90,21,16,5,5,15,20,0,0,0,0,0,0,0,0
2008,hunt,102008,15,False,0,5,57,57,15,10,5,5,7,11,0,0,0,0,0,0,0,0
2009,hunt,102009,16,False,0,5,59,59,16,11,5,5,10,10,0,0,0,0,0,0,0,0
2010,hunt,102010,14,False,0,5,61,65,14,9,5,5,8,5,0,0,0,0,0,0,0,0
2011,hunt,102011,17,False,0,5,59,59,17,12,5,5,9,7,0,0,0,0,0,0,0,0
2012,hunt,102012,17,False,0,5,54,54,17,12,5,5,5,3,0,0,0,0,0,0,0,0
2013,hunt,102013,21,False,0,5,73,73,21,16,5,5,10,13,0,0,0,0,0,0,0,0
2014,hunt,102014,11,False,0,5,40,41,11,6,5,5,8,13,0,0,0,0,0,0,0,0
2015,hunt,102015,12,False,0,5,36,40,12,7,5,5,6,7,0,0,0,0,0,0,0,0
2016,hunt,102016,27,False,0,5,96,96,27,22,5,5,23,23,0,0,0,0,0,0,0,0
2017,hunt,102017,30,False,0,5,95,95,30,25,5,5,19,27,0,0,0,0,0,0,0,0
2018,hunt,102018,16,False,0,5,53,53,16,11,5,5,10,15,0,0,0,0,0,0,0,0
2019,hunt,102019,13,False,0,5,24,24,13,8,5,5,6,7,0,0,0,0,0,0,0,0
2020,hunt,102020,16,False,0,5,79,85,16,11,5,5,7,14,0,0,0,0,0,0,0,0
2021,hunt,102021,15,False,0,5,51,51,15,10,5,5,9,20,0,0,0,0,0,0,0,0
2022,hunt,102022,21,False,0,5,94,94,21,16,5,5,17,17,0,0,0,0,0,0,0,0
2023,hunt,102023,19,False,0,5,80,80,19,14,5,5,7,11,0,0,0,0,0,0,0,0
2024,hunt,102024,21,False,0,5,92,92,21,16,5,5,6,2,0,0,0,0,0,0,0,0
2025,hunt,102025,19,False,0,5,113,115,19,14,5,5,19,30,0,0,0,0,0,0,0,0
2026,hunt,102026,13,False,0,5,47,47,13,8,5,5,6,11,0,0,0,0,0,0,0,0
2027,hunt,102027,13,False,0,5,59,62,13,8,5,5,5,7,0,0,0,0,0,0,0,0
2028,hunt,102028,23,False,0,5,64,64,23,18,5,5,8,10,0,0,0,0,0,0,0,0
2029,hunt,102029,14,False,0,5,35,36,14,9,5,5,13,18,0,0,0,0,0,0,0,0
2030,hunt,102030,14,False,0,5,60,61,14,9,5,5,6,7,0,0,0,0,0,0,0,0
2031,hunt,102031,27,False,0,5,129,129,27,22,5,5,25,28,0,0,0,0,0,0,0,0
2032,hunt,102032,24,False,0,5,89,89,24,19,5,5,31,42,0,0,0,0,0,0,0,0
2033,hunt,102033,10,False,0,5,33,34,10,5,5,5,7,15,0,0,0,0,0,0,0,0
2034,hunt,102034,16,False,0,5,70,70,16,11,5,5,12,20,0,0,0,0,0,0,0,0
2035,hunt,102035,20,False,0,5,80,80,20,15,5,5,12,19,0,0,0,0,0,0,0,0
2036,hunt,102036,9,False,0,5,23,24,9,4,5,5,6,12,0,0,0,0,0,0,0,0
2037,hunt,102037,16,False,0,5,97,97,16,11,5,5,6,14,0,0,0,0,0,0,0,0
2038,hunt,102038,9,False,0,5,25,27,9,4,5,5,4,5,0,0,0,0,0,0,0,0
2039,hunt,102039,10,False,0,5,27,30,10,5,5,5,9,15,0,0,0,0,0,0,0,0
2040,hunt,102040,13,False,0,5,76,77,13,8,5,5,7,10,0,0,0,0,0,0,0,0
2041,hunt,102041,17,False,0,5,36,36,17,12,5,5,8,10,0,0,0,0,0,0,0,0
2042,hunt,102042,22,False,0,5,106,106,22,17,5,5,16,16,0,0,0,0,0,0,0,0
2043,hunt,102043,26,False,0,5,88,88,26,21,5,5,12,12,0,0,0,0,0,0,0,0
2044,hunt,102044,15,False,0,5,80,83,15,10,5,5,7,5,0,0,0,0,0,0,0,0
2045,hunt,102045,15,False,0,5,45,48,15,10,5,5,3,4,0,0,0,0,0,0,0,0
2046,hunt,102046,14,False,0,5,38,43,14,9,5,5,8,13,0,0,0,0,0,0,0,0
2047,hunt,102047,26,False,0,5,92,92,26,21,5,5,13,18,0,0,0,0,0,0,0,0
2048,hunt,102048,24,False,0,5,99,99,24,19,5,5,9,15,0,0,0,0,0,0,0,0
2049,hunt,102049,25,False,0,5,84,84,25,20,5,5,8,8,0,0,0,0,0,0,0,0
2050,hunt,102050,28,False,0,5,140,140,28,23,5,5,22,27,0,0,0,0,0,0,0,0
2051,hunt,102051,15,False,0,5,61,65,15,10,5,5,0,0,0,0,0,0,0,0,0,0
2052,hunt,102052,24,False,0,5,99,99,24,19,5,5,26,25,0,0,0,0,0,0,0,0
2053,hunt,102053,14,False,0,5,43,44,14,9,5,5,5,7,0,0,0,0,0,0,0,0
2054,hunt,102054,16,False,0,5,45,45,16,11,5,5,7,14,0,0,0,0,0,0,0,0
2055,hunt,102055,20,False,0,5,56,56,20,15,5,5,10,13,0,0,0,0,0,0,0,0
2056,hunt,102056,22,False,0,5,96,96,22,17,5,5,16,25,0,0,0,0,0,0,0,0
2057,hunt,102057,14,False,0,5,64,65,14,9,5,5,7,4,0,0,0,0,0,0,0,0
2058,hunt,102058,11,False,0,5,46,49,11,6,5,5,7,15,0,0,0,0,0,0,0,0
2059,hunt,102059,13,False,0,5,45,47,13,8,5,5,5,6,0,0,0,0,0,0,0,0
2060,hunt,102060,18,False,0,5,66,66,18,13,5,5,12,6,0,0,0,0,0,0,0,0
2061,hunt,102061,16,False,0,5,55,55,16,11,5,5,11,15,0,0,0,0,0,0,0,0
2062,hunt,102062,17,False,0,5,41,41,17,12,5,5,12,9,0,0,0,0,0,0,0,0
2063,hunt,102063,23,False,0,5,90,90,23,18,5,5,11,20,0,0,0,0,0,0,0,0
2064,hunt,102064,25,False,0,5,137,137,25,20,5,5,24,32,0,0,0,0,0,0,0,0
2065,hunt,102065,16,False,0,5,79,79,16,11,5,5,7,14,0,0,0,0,0,0,0,0
2066,hunt,102066,18,False,0,5,75,75,18,13,5,5,5,11,0,0,0,0,0,0,0,0
2067,hunt,102067,36,False,0,5,146,146,36,31,5,5,29,37,0,0,0,0,0,0,0,0
2068,hunt,102068,30,False,0,5,136,136,30,25,5,5,23,34,0,0,0,0,0,0,0,0
2069,hunt,102069,13,False,0,5,38,38,13,8,5,5,7,8,0,0,0,0,0,0,0,0
2070,hunt,102070,42,False,0,5,195,195,42,37,5,5,35,47,0,0,0,0,0,0,0,0
2071,hunt,102071,20,False,0,5,76,76,20,15,5,5,16,17,0,0,0,0,0,0,0,0
2072,hunt,102072,13,False,0,5,54,54,13,8,5,5,9,17,0,0,0,0,0,0,0,0
2073,hunt,102073,16,False,0,5,43,43,16,11,5,5,2,3,0,0,0,0,0,0,0,0
2074,hunt,102074,20,False,0,5,87,88,20,15,5,5,8,8,0,0,0,0,0,0,0,0
2075,hunt,102075,19,False,0,5,80,80,19,14,5,5,7,9,0,0,0,0,0,0,0,0
2076,hunt,102076,17,False,0,5,34,34,17,12,5,5,5,6,0,0,0,0,0,0,0,0
2077,hunt,102077,17,False,0,5,44,44,17,12,5,5,11,16,0,0,0,0,0,0,0,0
2078,hunt,102078,19,False,0,5,78,79,19,14,5,5,12,17,0,0,0,0,0,0,0,0
2079,hunt,102079,27,False,0,5,103,103,27,22,5,5,23,18,0,0,0,0,0,0,0,0
2080,hunt,102080,14,False,0,5,45,45,14,9,5,5,8,11,0,0,0,0,0,0,0,0
2081,hunt,102081,17,False,0,5,72,72,17,12,5,5,8,8,0,0,0,0,0,0,0,0
2082,hunt,102082,13,False,0,5,51,58,13,8,5,5,4,2,0,0,0,0,0,0,0,0
2083,hunt,102083,21,False,0,5,102,103,21,16,5,5,17,23,0,0,0,0,0,0,0,0
2084,hunt,102084,17,False,0,5,63,63,17,12,5,5,12,18,0,0,0,0,0,0,0,0
2085,hunt,102085,13,False,0,5,36,36,13,8,5,5,10,16,0,0,0,0,0,0,0,0
2086,hunt,102086,15,False,0,5,39,39,13,8,5,5,11,20,0,0,0,0,0,0,0,0
2087,hunt,102087,14,False,0,5,80,80,14,9,5,5,6,6,0,0,0,0,0,0,0,0
2088,hunt,102088,12,False,0,5,62,63,12,7,5,5,7,12,0,0,0,0,0,0,0,0
2089,hunt,102089,15,False,0,5,65,66,15,10,5,5,14,18,0,0,0,0,0,0,0,0
2090,hunt,102090,13,False,0,5,37,37,13,8,5,5,3,5,0,0,0,0,0,0,0,0
2091,hunt,102091,22,False,0,5,74,74,22,17,5,5,8,8,0,0,0,0,0,0,0,0
2092,hunt,102092,11,False,0,5,38,39,11,6,5,5,3,6,0,0,0,0,0,0,0,0
2093,hunt,102093,20,False,0,5,96,96,20,15,5,5,15,19,0,0,0,0,0,0,0,0
2094,hunt,102094,19,False,0,5,85,85,19,14,5,5,13,27,0,0,0,0,0,0,0,0
2095,hunt,102095,16,False,0,5,67,67,16,11,5,5,5,3,0,0,0,0,0,0,0,0
2096,hunt,102096,21,False,0,5,58,58,21,16,5,5,18,29,0,0,0,0,0,0,0,0
2097,hunt,102097,18,False,0,5,91,91,18,13,5,5,8,8,0,0,0,0,0,0,0,0
2098,hunt,102098,16,False,0,5,51,52,16,11,5,5,9,5,0,0,0,0,0,0,0,0
2099,hunt,102099,18,False,0,5,60,60,18,13,5,5,17,24,0,0,0,0,0,0,0,0
2100,hunt,102100,8,False,0,5,4,9,8,3,5,5,3,6,0,0,0,0,0,0,0,0
2101,hunt,102101,18,False,0,5,58,58,18,13,5,5,9,8,0,0,0,0,0,0,0,0
2102,hunt,102102,10,False,0,5,32,32,10,5,5,5,8,18,0,0,0,0,0,0,0,0
2103,hunt,102103,19,False,0,5,74,74,19,14,5,5,16,20,0,0,0,0,0,0,0,0
2104,hunt,102104,18,False,0,5,76,76,18,13,5,5,10,19,0,0,0,0,0,0,0,0
2105,hunt,102105,20,False,0,5,64,64,20,15,5,5,18,19,0,0,0,0,0,0,0,0
2106,hunt,102106,30,False,0,5,102,102,30,25,5,5,24,13,0,0,0,0,0,0,0,0
2107,hunt,102107,16,False,0,5,61,62,16,11,5,5,4,5,0,0,0,0,0,0,0,0
2108,hunt,102108,12,False,0,5,43,44,12,7,5,5,10,19,0,0,0,0,0,0,0,0
2109,hunt,102109,31,False,0,5,131,131,31,26,5,5,15,16,0,0,0,0,0,0,0,0
2110,hunt,102110,19,False,0,5,73,74,19,14,5,5,16,12,0,0,0,0,0,0,0,0
2111,hunt,102111,18,False,0,5,68,68,18,13,5,5,9,12,0,0,0,0,0,0,0,0
2112,hunt,102112,14,False,0,5,34,35,14,9,5,5,10,11,0,0,0,0,0,0,0,0
2113,hunt,102113,14,False,0,5,65,73,14,9,5,5,5,4,0,0,0,0,0,0,0,0
2114,hunt,102114,23,False,0,5,113,113,23,18,5,5,18,29,0,0,0,0,0,0,0,0
2115,hunt,102115,12,False,0,5,60,63,12,7,5,5,8,14,0,0,0,0,0,0,0,0
2116,hunt,102116,28,False,0,5,80,80,28,23,5,5,21,28,0,0,0,0,0,0,0,0
2117,hunt,102117,17,False,0,5,61,61,17,12,5,5,9,6,0,0,0,0,0,0,0,0
2118,hunt,102118,15,False,0,5,81,84,15,10,5,5,5,6,0,0,0,0,0,0,0,0
2119,hunt,102119,12,False,0,5,42,42,12,7,5,5,7,13,0,0,0,0,0,0,0,0
2120,hunt,102120,26,False,0,5,104,104,26,21,5,5,15,19,0,0,0,0,0,0,0,0
2121,hunt,102121,13,False,0,5,29,31,13,8,5,5,8,8,0,0,0,0,0,0,0,0
2122,hunt,102122,14,False,0,5,38,40,14,9,5,5,11,15,0,0,0,0,0,0,0,0
2123,hunt,102123,26,False,0,5,93,93,26,21,5,5,12,11,0,0,0,0,0,0,0,0
2124,hunt,102124,12,False,0,5,33,33,12,7,5,5,2,4,0,0,0,0,0,0,0,0
2125,hunt,102125,12,False,0,5,62,68,12,7,5,5,3,6,0,0,0,0,0,0,0,0
2126,hunt,102126,16,False,0,5,50,53,16,11,5,5,9,12,0,0,0,0,0,0,0,0
2127,hunt,102127,16,False,0,5,75,80,16,11,5,5,8,5,0,0,0,0,0,0,0,0
2128,hunt,102128,14,False,0,5,62,68,14,9,5,5,5,1,0,0,0,0,0,0,0,0
2129,hunt,102129,11,False,0,5,48,51,11,6,5,5,8,13,0,0,0,0,0,0,0,0
2130,hunt,102130,20,False,0,5,73,73,20,15,5,5,5,8,0,0,0,0,0,0,0,0
2131,hunt,102131,30,False,0,5,105,105,30,25,5,5,41,29,0,0,0,0,0,0,0,0
2132,hunt,102132,21,False,0,5,59,59,20,15,5,5,16,26,0,0,0,0,0,0,0,0
2133,hunt,102133,19,False,0,5,90,90,19,14,5,5,5,9,0,0,0,0,0,0,0,0
2134,hunt,102134,21,False,0,5,117,117,21,16,5,5,16,23,0,0,0,0,0,0,0,0
2135,hunt,102135,18,False,0,5,76,76,18,13,5,5,6,13,0,0,0,0,0,0,0,0
2136,hunt,102136,14,False,0,5,17,17,13,8,5,5,12,20,0,0,0,0,0,0,0,0
2137,hunt,102137,12,False,0,5,54,55,12,7,5,5,8,13,0,0,0,0,0,0,0,0
2138,hunt,102138,13,False,0,5,54,54,13,8,5,5,6,11,0,0,0,0,0,0,0,0
2139,hunt,102139,19,False,0,5,86,86,19,14,5,5,12,18,0,0,0,0,0,0,0,0
2140,hunt,102140,24,False,0,5,118,118,24,19,5,5,17,22,0,0,0,0,0,0,0,0
2141,hunt,102141,8,False,0,5,17,20,8,3,5,5,6,11,0,0,0,0,0,0,0,0
