game_number,strategy,seed,turns_survived,survived_target,final_people,max_people,final_food,max_food,total_hunts,successful_hunts,hunt_failures,hunt_deaths,total_food_rolls,total_food_gained,kinship_started,kinship_completed,tech_sets_completed,tech_upgrades_completed,prayer_earned,prayer_spent,sacrifices,events_ignored
5211,worship,105211,12,False,0,5,16,18,0,0,0,0,18,36,0,0,0,5,9,8,5,4
5212,worship,105212,16,False,0,5,9,12,0,0,0,0,28,46,0,0,0,5,14,14,5,7
5213,worship,105213,11,False,0,5,13,13,0,0,0,0,18,38,0,0,0,5,11,10,5,5
5214,worship,105214,14,False,0,5,18,21,0,0,0,0,17,41,0,0,0,5,16,6,5,3
5215,worship,105215,10,False,0,5,10,14,0,0,0,0,15,29,0,0,0,5,8,6,5,3
5216,worship,105216,7,False,0,5,11,13,0,0,0,0,9,17,0,0,0,5,4,4,5,2
5217,worship,105217,9,False,0,5,8,9,0,0,0,0,16,26,0,0,0,5,10,10,5,5
5218,worship,105218,17,False,0,5,15,16,0,0,0,0,24,49,0,0,0,5,19,18,5,9
5219,worship,105219,11,False,0,5,15,18,0,0,0,0,15,33,0,0,0,5,13,6,5,3
5220,worship,105220,13,False,0,5,2,9,0,0,0,0,9,15,0,0,0,5,11,10,5,5
5221,worship,105221,12,False,0,5,13,15,0,0,0,0,16,31,0,0,0,5,11,6,5,3
5222,worship,105222,11,False,0,5,11,14,0,0,0,0,14,27,0,0,0,5,9,8,5,4
5223,worship,105223,9,False,0,5,6,8,0,0,0,0,17,28,0,0,0,5,9,8,5,4
5224,worship,105224,6,False,0,5,15,15,0,0,0,0,10,20,0,0,0,5,2,2,5,1
5225,worship,105225,14,False,0,5,9,13,0,0,0,0,19,38,0,0,0,5,19,14,5,7
5226,worship,105226,11,False,0,5,14,15,0,0,0,0,18,36,0,0,0,5,11,10,5,5
5227,worship,105227,8,False,0,5,13,13,0,0,0,0,14,27,0,0,0,5,7,4,5,2
5228,worship,105228,7,False,0,5,14,14,0,0,0,0,11,23,0,0,0,5,5,4,5,2
5229,worship,105229,7,False,0,5,11,11,0,0,0,0,13,23,0,0,0,5,6,6,5,3
5230,worship,105230,20,False,0,5,38,38,0,0,0,0,36,84,0,0,0,5,19,18,5,9
5231,worship,105231,16,False,0,5,20,20,0,0,0,0,23,49,0,0,0,5,18,12,5,6
5232,worship,105232,17,False,0,5,25,28,0,0,0,0,22,56,0,0,0,5,18,12,5,6
5233,worship,105233,11,False,0,5,16,16,0,0,0,0,18,37,0,0,0,5,10,10,5,5
5234,worship,105234,12,False,0,5,11,15,0,0,0,0,14,30,0,0,0,5,10,6,5,3
5235,worship,105235,7,False,0,5,13,13,0,0,0,0,12,22,0,0,0,5,4,4,5,2
5236,worship,105236,7,False,0,5,10,12,0,0,0,0,9,19,0,0,0,5,4,4,5,2
5237,worship,105237,11,False,0,5,14,14,0,0,0,0,20,39,0,0,0,5,13,10,5,5
5238,worship,105238,9,False,0,5,12,13,0,0,0,0,14,28,0,0,0,5,6,4,5,2
5239,worship,105239,7,False,0,5,4,10,0,0,0,0,9,17,0,0,0,5,5,4,5,2
5240,worship,105240,8,False,0,5,15,16,0,0,0,0,13,27,0,0,0,5,6,4,5,2
5241,worship,105241,8,False,0,5,10,12,0,0,0,0,10,18,0,0,0,5,5,4,5,2
5242,worship,105242,24,False,0,5,16,19,0,0,0,0,35,71,0,0,0,5,30,30,5,15
5243,worship,105243,7,False,0,5,9,9,0,0,0,0,11,20,0,0,0,5,4,2,5,1
5244,worship,105244,17,False,0,5,22,24,0,0,0,0,28,59,0,0,0,5,17,14,5,7
5245,worship,105245,9,False,0,5,15,15,0,0,0,0,15,31,0,0,0,5,8,6,5,3
5246,worship,105246,9,False,0,5,11,12,0,0,0,0,13,26,0,0,0,5,6,4,5,2
5247,worship,105247,12,False,0,5,12,17,0,0,0,0,12,26,0,0,0,5,11,6,5,3
5248,worship,105248,5,False,0,5,14,14,0,0,0,0,8,19,0,0,0,5,1,0,5,0
5249,worship,105249,6,False,0,5,3,10,0,0,0,0,6,10,0,0,0,5,2,2,5,1
5250,worship,105250,13,False,0,5,20,20,0,0,0,0,23,51,0,0,0,5,17,10,5,5
5251,worship,105251,10,False,0,5,5,12,0,0,0,0,6,14,0,0,0,5,7,4,5,2
5252,worship,105252,12,False,0,5,7,9,0,0,0,0,14,27,0,0,0,5,10,10,5,5
5253,worship,105253,12,False,0,5,11,12,0,0,0,0,23,41,0,0,0,5,15,8,5,4
5254,worship,105254,9,False,0,5,11,13,0,0,0,0,15,28,0,0,0,5,9,8,5,4
5255,worship,105255,21,False,0,5,22,24,0,0,0,0,26,61,0,0,0,5,22,22,5,11
5256,worship,105256,10,False,0,5,8,11,0,0,0,0,11,20,0,0,0,5,9,4,5,2
5257,worship,105257,16,False,0,5,18,20,0,0,0,0,26,53,0,0,0,5,18,14,5,7
5258,worship,105258,7,False,0,5,8,14,0,0,0,0,6,13,0,0,0,5,3,2,5,1
5259,worship,105259,10,False,0,5,9,12,0,0,0,0,13,25,0,0,0,5,8,8,5,4
5260,worship,105260,7,False,0,5,5,8,0,0,0,0,8,14,0,0,0,5,5,4,5,2
5261,worship,105261,13,False,0,5,13,15,0,0,0,0,21,39,0,0,0,5,14,12,5,6
5262,worship,105262,14,False,0,5,18,21,0,0,0,0,19,42,0,0,0,5,16,6,5,3
5263,worship,105263,12,False,0,5,26,26,0,0,0,0,21,48,0,0,0,5,8,8,5,4
5264,worship,105264,12,False,0,5,13,14,0,0,0,0,16,32,0,0,0,5,11,10,5,5
5265,worship,105265,6,False,0,5,8,9,0,0,0,0,8,16,0,0,0,5,4,4,5,2
5266,worship,105266,15,False,0,5,16,17,0,0,0,0,23,47,0,0,0,5,13,12,5,6
5267,worship,105267,14,False,0,5,15,18,0,0,0,0,18,39,0,0,0,5,16,8,5,4
5268,worship,105268,9,False,0,5,16,17,0,0,0,0,14,30,0,0,0,5,8,8,5,4
5269,worship,105269,10,False,0,5,15,17,0,0,0,0,13,29,0,0,0,5,8,6,5,3
5270,worship,105270,7,False,0,5,11,15,0,0,0,0,11,24,0,0,0,5,3,2,5,1
5271,worship,105271,7,False,0,5,15,15,0,0,0,0,12,26,0,0,0,5,6,4,5,2
5272,worship,105272,14,False,0,5,14,17,0,0,0,0,17,36,0,0,0,5,14,10,5,5
5273,worship,105273,18,False,0,5,16,17,0,0,0,0,30,56,0,0,0,5,19,18,5,9
5274,worship,105274,14,False,0,5,18,19,0,0,0,0,22,47,0,0,0,5,15,12,5,6
5275,worship,105275,16,False,0,5,12,16,0,0,0,0,21,42,0,0,0,5,14,14,5,7
5276,worship,105276,9,False,0,5,7,10,0,0,0,0,14,26,0,0,0,5,6,6,5,3
5277,worship,105277,11,False,0,5,9,12,0,0,0,0,16,27,0,0,0,5,11,8,5,4
5278,worship,105278,9,False,0,5,11,11,0,0,0,0,12,25,0,0,0,5,6,6,5,3
5279,worship,105279,17,False,0,5,21,24,0,0,0,0,32,67,0,0,0,5,24,16,5,8
5280,worship,105280,10,False,0,5,11,14,0,0,0,0,11,23,0,0,0,5,8,6,5,3
5281,worship,105281,8,False,0,5,13,13,0,0,0,0,13,25,0,0,0,5,6,6,5,3
5282,worship,105282,12,False,0,5,16,17,0,0,0,0,23,44,0,0,0,5,13,12,5,6
5283,worship,105283,19,False,0,5,14,20,0,0,0,0,22,45,0,0,0,5,19,18,5,9
5284,worship,105284,11,False,0,5,17,19,0,0,0,0,17,36,0,0,0,5,9,8,5,4
5285,worship,105285,8,False,0,5,10,10,0,0,0,0,12,21,0,0,0,5,6,4,5,2
5286,worship,105286,9,False,0,5,11,14,0,0,0,0,10,20,0,0,0,5,6,4,5,2
5287,worship,105287,13,False,0,5,12,16,0,0,0,0,11,26,0,0,0,5,10,8,5,4
5288,worship,105288,12,False,0,5,13,16,0,0,0,0,19,37,0,0,0,5,13,10,5,5
5289,worship,105289,10,False,0,5,12,14,0,0,0,0,14,28,0,0,0,5,9,8,5,4
5290,worship,105290,11,False,0,5,24,24,0,0,0,0,20,45,0,0,0,5,8,8,5,4
5291,worship,105291,19,False,0,5,6,13,0,0,0,0,23,46,0,0,0,5,25,20,5,10
5292,worship,105292,8,False,0,5,11,12,0,0,0,0,12,21,0,0,0,5,5,2,5,1
5293,worship,105293,18,False,0,5,19,24,0,0,0,0,26,55,0,0,0,5,19,18,5,9
5294,worship,105294,14,False,0,5,29,29,0,0,0,0,23,56,0,0,0,5,12,6,5,3
5295,worship,105295,8,False,0,5,15,16,0,0,0,0,12,25,0,0,0,5,5,4,5,2
5296,worship,105296,18,False,0,5,15,16,0,0,0,0,26,52,0,0,0,5,23,18,5,9
5297,worship,105297,7,False,0,5,3,7,0,0,0,0,6,9,0,0,0,5,4,2,5,1
5298,worship,105298,22,False,0,5,4,15,0,0,0,0,15,33,0,0,0,5,20,20,5,10
5299,worship,105299,25,False,0,5,3,18,0,0,0,0,21,41,0,0,0,5,27,26,5,13
5300,worship,105300,18,False,0,5,12,16,0,0,0,0,20,44,0,0,0,5,17,16,5,8
5301,worship,105301,14,False,0,5,23,24,0,0,0,0,25,54,0,0,0,5,14,12,5,6
5302,worship,105302,14,False,0,5,6,12,0,0,0,0,11,25,0,0,0,5,14,10,5,5
5303,worship,105303,10,False,0,5,14,17,0,0,0,0,12,26,0,0,0,5,7,6,5,3
5304,worship,105304,11,False,0,5,17,19,0,0,0,0,15,34,0,0,0,5,10,10,5,5
5305,worship,105305,9,False,0,5,12,12,0,0,0,0,12,24,0,0,0,5,7,6,5,3
5306,worship,105306,10,False,0,5,2,10,0,0,0,0,8,17,0,0,0,5,9,6,5,3
5307,worship,105307,8,False,0,5,12,13,0,0,0,0,13,24,0,0,0,5,6,6,5,3
5308,worship,105308,10,False,0,5,18,18,0,0,0,0,13,32,0,0,0,5,8,6,5,3
5309,worship,105309,25,False,0,5,23,32,0,0,0,0,30,71,0,0,0,5,27,26,5,13
5310,worship,105310,17,False,0,5,20,23,0,0,0,0,25,57,0,0,0,5,21,12,5,6
5311,worship,105311,13,False,0,5,14,19,0,0,0,0,15,36,0,0,0,5,15,6,5,3
5312,worship,105312,15,False,0,5,2,9,0,0,0,0,13,21,0,0,0,5,14,10,5,5
5313,worship,105313,11,False,0,5,7,11,0,0,0,0,15,26,0,0,0,5,13,8,5,4
5314,worship,105314,17,False,0,5,19,19,0,0,0,0,27,57,0,0,0,5,20,20,5,10
5315,worship,105315,6,False,0,5,13,13,0,0,0,0,10,21,0,0,0,5,2,2,5,1
5316,worship,105316,11,False,0,5,20,20,0,0,0,0,20,42,0,0,0,5,10,4,5,2
5317,worship,105317,9,False,0,5,13,15,0,0,0,0,13,26,0,0,0,5,8,2,5,1
5318,worship,105318,20,False,0,5,20,23,0,0,0,0,25,55,0,0,0,5,19,18,5,9
5319,worship,105319,17,False,0,5,29,29,0,0,0,0,34,78,0,0,0,5,22,18,5,9
5320,worship,105320,13,False,0,5,18,19,0,0,0,0,22,44,0,0,0,5,11,10,5,5
5321,worship,105321,8,False,0,5,12,15,0,0,0,0,8,18,0,0,0,5,5,4,5,2
5322,worship,105322,5,False,0,5,12,15,0,0,0,0,9,20,0,0,0,5,3,2,5,1
5323,worship,105323,9,False,0,5,10,12,0,0,0,0,11,26,0,0,0,5,7,4,5,2
5324,worship,105324,8,False,0,5,15,15,0,0,0,0,14,30,0,0,0,5,5,2,5,1
5325,worship,105325,8,False,0,5,14,14,0,0,0,0,16,29,0,0,0,5,6,6,5,3
5326,worship,105326,6,False,0,5,14,15,0,0,0,0,9,20,0,0,0,5,4,4,5,2
5327,worship,105327,12,False,0,5,9,12,0,0,0,0,14,25,0,0,0,5,10,6,5,3
5328,worship,105328,7,False,0,5,6,11,0,0,0,0,7,15,0,0,0,5,3,2,5,1
5329,worship,105329,12,False,0,5,2,13,0,0,0,0,6,12,0,0,0,5,9,4,5,2
5330,worship,105330,9,False,0,5,11,11,0,0,0,0,16,30,0,0,0,5,7,6,5,3
5331,worship,105331,9,False,0,5,8,11,0,0,0,0,10,20,0,0,0,5,6,6,5,3
5332,worship,105332,10,False,0,5,16,16,0,0,0,0,15,33,0,0,0,5,9,6,5,3
5333,worship,105333,11,False,0,5,4,9,0,0,0,0,12,21,0,0,0,5,11,4,5,2
5334,worship,105334,7,False,0,5,12,12,0,0,0,0,13,25,0,0,0,5,4,4,5,2
5335,worship,105335,8,False,0,5,6,9,0,0,0,0,15,24,0,0,0,5,7,6,5,3
5336,worship,105336,5,False,0,5,7,7,0,0,0,0,7,12,0,0,0,5,2,2,5,1
5337,worship,105337,7,False,0,5,17,17,0,0,0,0,12,26,0,0,0,5,4,4,5,2
5338,worship,105338,13,False,0,5,22,22,0,0,0,0,21,46,0,0,0,5,12,12,5,6
5339,worship,105339,10,False,0,5,15,17,0,0,0,0,16,34,0,0,0,5,10,6,5,3
5340,worship,105340,11,False,0,5,17,18,0,0,0,0,17,37,0,0,0,5,10,6,5,3
5341,worship,105341,8,False,0,5,8,10,0,0,0,0,14,23,0,0,0,5,5,4,5,2
5342,worship,105342,6,False,0,5,7,9,0,0,0,0,8,16,0,0,0,5,2,0,5,0
5343,worship,105343,6,False,0,5,6,9,0,0,0,0,7,11,0,0,0,5,2,2,5,1
5344,worship,105344,18,False,0,5,16,17,0,0,0,0,24,49,0,0,0,5,19,18,5,9
5345,worship,105345,6,False,0,5,0,7,0,0,0,0,6,8,0,0,0,4,4,2,4,1
5346,worship,105346,7,False,0,5,8,9,0,0,0,0,8,13,0,0,0,5,4,2,5,1
5347,worship,105347,16,False,0,5,0,8,0,0,0,0,16,28,0,0,0,4,20,18,4,9
5348,worship,105348,9,False,0,5,11,11,0,0,0,0,15,27,0,0,0,5,8,8,5,4
5349,worship,105349,7,False,0,5,3,8,0,0,0,0,8,14,0,0,0,5,4,2,5,1
5350,worship,105350,9,False,0,5,12,13,0,0,0,0,13,24,0,0,0,5,6,4,5,2
5351,worship,105351,7,False,0,5,14,15,0,0,0,0,11,22,0,0,0,5,4,4,5,2
5352,worship,105352,10,False,0,5,17,18,0,0,0,0,17,36,0,0,0,5,9,8,5,4
5353,worship,105353,13,False,0,5,19,19,0,0,0,0,19,45,0,0,0,5,11,8,5,4
5354,worship,105354,11,False,0,5,26,26,0,0,0,0,21,48,0,0,0,5,8,6,5,3
5355,worship,105355,5,False,0,5,10,10,0,0,0,0,8,13,0,0,0,5,2,2,5,1
5356,worship,105356,12,False,0,5,15,15,0,0,0,0,21,41,0,0,0,5,13,10,5,5
5357,worship,105357,11,False,0,5,8,10,0,0,0,0,16,31,0,0,0,5,12,10,5,5
5358,worship,105358,11,False,0,5,20,21,0,0,0,0,17,40,0,0,0,5,11,8,5,4
5359,worship,105359,13,False,0,5,7,10,0,0,0,0,17,31,0,0,0,5,13,8,5,4
5360,worship,105360,17,False,0,5,19,24,0,0,0,0,22,52,0,0,0,5,22,14,5,7
5361,worship,105361,10,False,0,5,20,20,0,0,0,0,17,37,0,0,0,5,7,6,5,3
5362,worship,105362,8,False,0,5,11,12,0,0,0,0,10,19,0,0,0,5,5,2,5,1
5363,worship,105363,5,False,0,5,14,15,0,0,0,0,6,14,0,0,0,5,1,0,5,0
5364,worship,105364,8,False,0,5,16,16,0,0,0,0,17,33,0,0,0,5,7,4,5,2
5365,worship,105365,17,False,0,5,23,24,0,0,0,0,30,61,0,0,0,5,18,14,5,7
5366,worship,105366,7,False,0,5,0,8,0,0,0,0,6,10,0,0,0,4,4,2,4,1
5367,worship,105367,15,False,0,5,19,19,0,0,0,0,18,42,0,0,0,5,16,6,5,3
5368,worship,105368,11,False,0,5,13,14,0,0,0,0,19,37,0,0,0,5,13,8,5,4
5369,worship,105369,7,False,0,5,11,11,0,0,0,0,10,19,0,0,0,5,5,4,5,2
5370,worship,105370,13,False,0,5,22,24,0,0,0,0,18,42,0,0,0,5,12,4,5,2
5371,worship,105371,5,False,0,5,15,15,0,0,0,0,7,17,0,0,0,5,2,2,5,1
5372,worship,105372,10,False,0,5,19,19,0,0,0,0,19,40,0,0,0,5,10,2,5,1
5373,worship,105373,17,False,0,5,21,21,0,0,0,0,25,55,0,0,0,5,21,14,5,7
5374,worship,105374,25,False,0,5,0,15,0,0,0,0,18,35,0,0,0,4,29,26,4,13
5375,worship,105375,8,False,0,5,14,14,0,0,0,0,15,29,0,0,0,5,7,6,5,3
5376,worship,105376,12,False,0,5,10,11,0,0,0,0,17,36,0,0,0,5,11,10,5,5
5377,worship,105377,8,False,0,5,11,15,0,0,0,0,11,24,0,0,0,5,6,4,5,2
5378,worship,105378,12,False,0,5,3,8,0,0,0,0,10,18,0,0,0,5,11,4,5,2
5379,worship,105379,11,False,0,5,12,13,0,0,0,0,16,34,0,0,0,5,11,8,5,4
5380,worship,105380,9,False,0,5,14,16,0,0,0,0,11,24,0,0,0,5,6,4,5,2
5381,worship,105381,5,False,0,5,12,12,0,0,0,0,8,14,0,0,0,5,1,0,5,0
5382,worship,105382,6,False,0,5,4,7,0,0,0,0,11,18,0,0,0,5,4,4,5,2
5383,worship,105383,17,False,0,5,27,27,0,0,0,0,32,68,0,0,0,5,18,18,5,9
5384,worship,105384,12,False,0,5,14,16,0,0,0,0,19,40,0,0,0,5,12,10,5,5
5385,worship,105385,8,False,0,5,9,10,0,0,0,0,11,18,0,0,0,5,5,4,5,2
5386,worship,105386,11,False,0,5,10,15,0,0,0,0,8,19,0,0,0,5,9,6,5,3
5387,worship,105387,11,False,0,5,23,23,0,0,0,0,23,52,0,0,0,5,13,10,5,5
5388,worship,105388,15,False,0,5,20,20,0,0,0,0,27,57,0,0,0,5,19,16,5,8
5389,worship,105389,13,False,0,5,8,14,0,0,0,0,16,30,0,0,0,5,12,10,5,5
5390,worship,105390,13,False,0,5,6,12,0,0,0,0,13,26,0,0,0,5,14,10,5,5
5391,worship,105391,12,False,0,5,16,18,0,0,0,0,18,36,0,0,0,5,10,8,5,4
5392,worship,105392,10,False,0,5,13,16,0,0,0,0,15,31,0,0,0,5,7,6,5,3
5393,worship,105393,16,False,0,5,18,18,0,0,0,0,23,50,0,0,0,5,20,12,5,6
5394,worship,105394,6,False,0,5,14,14,0,0,0,0,10,22,0,0,0,5,5,4,5,2
5395,worship,105395,5,False,0,5,12,12,0,0,0,0,8,15,0,0,0,5,2,2,5,1
5396,worship,105396,12,False,0,5,14,14,0,0,0,0,19,38,0,0,0,5,13,10,5,5
5397,worship,105397,19,False,0,5,19,21,0,0,0,0,24,54,0,0,0,5,19,16,5,8
5398,worship,105398,7,False,0,5,10,12,0,0,0,0,9,19,0,0,0,5,4,4,5,2
5399,worship,105399,15,False,0,5,6,12,0,0,0,0,17,35,0,0,0,5,16,8,5,4
5400,worship,105400,7,False,0,5,11,13,0,0,0,0,8,16,0,0,0,5,4,4,5,2
5401,worship,105401,8,False,0,5,12,13,0,0,0,0,11,23,0,0,0,5,7,6,5,3
5402,worship,105402,6,False,0,5,8,8,0,0,0,0,9,17,0,0,0,5,4,4,5,2
5403,worship,105403,14,False,0,5,12,18,0,0,0,0,15,32,0,0,0,5,16,8,5,4
5404,worship,105404,11,False,0,5,0,12,0,0,0,0,9,16,0,0,0,4,10,6,4,3
5405,worship,105405,15,False,0,5,17,21,0,0,0,0,20,44,0,0,0,5,15,12,5,6
5406,worship,105406,5,False,0,5,4,9,0,0,0,0,8,14,0,0,0,5,3,2,5,1
5407,worship,105407,18,False,0,5,15,19,0,0,0,0,27,53,0,0,0,5,20,16,5,8
5408,worship,105408,22,False,0,5,29,32,0,0,0,0,35,80,0,0,0,5,25,24,5,12
5409,worship,105409,15,False,0,5,0,8,0,0,0,0,14,25,0,0,0,5,17,16,5,8
5410,worship,105410,9,False,0,5,17,17,0,0,0,0,16,33,0,0,0,5,7,2,5,1
5411,worship,105411,13,False,0,5,17,18,0,0,0,0,21,46,0,0,0,5,17,6,5,3
5412,worship,105412,12,False,0,5,9,14,0,0,0,0,11,21,0,0,0,5,10,8,5,4
5413,worship,105413,13,False,0,5,6,13,0,0,0,0,11,21,0,0,0,5,11,8,5,4
5414,worship,105414,6,False,0,5,11,11,0,0,0,0,9,16,0,0,0,5,3,2,5,1
5415,worship,105415,14,False,0,5,8,12,0,0,0,0,15,32,0,0,0,5,12,10,5,5
5416,worship,105416,17,False,0,5,13,13,0,0,0,0,23,48,0,0,0,5,19,18,5,9
5417,worship,105417,20,False,0,5,10,19,0,0,0,0,23,44,0,0,0,5,19,18,5,9
5418,worship,105418,10,False,0,5,4,7,0,0,0,0,12,21,0,0,0,5,10,8,5,4
5419,worship,105419,11,False,0,5,13,16,0,0,0,0,13,26,0,0,0,5,7,6,5,3
5420,worship,105420,13,False,0,5,22,22,0,0,0,0,19,45,0,0,0,5,12,8,5,4
5421,worship,105421,5,False,0,5,7,10,0,0,0,0,8,16,0,0,0,5,2,2,5,1
5422,worship,105422,20,False,0,5,4,10,0,0,0,0,21,39,0,0,0,5,23,22,5,11
5423,worship,105423,15,False,0,5,20,20,0,0,0,0,24,52,0,0,0,5,16,8,5,4
5424,worship,105424,11,False,0,5,4,8,0,0,0,0,13,20,0,0,0,5,10,10,5,5
5425,worship,105425,8,False,0,5,14,15,0,0,0,0,12,27,0,0,0,5,5,4,5,2
5426,worship,105426,7,False,0,5,5,8,0,0,0,0,11,20,0,0,0,5,5,4,5,2
5427,worship,105427,9,False,0,5,10,13,0,0,0,0,8,16,0,0,0,5,5,4,5,2
5428,worship,105428,12,False,0,5,15,17,0,0,0,0,18,34,0,0,0,5,9,4,5,2
5429,worship,105429,5,False,0,5,9,13,0,0,0,0,6,12,0,0,0,5,1,0,5,0
5430,worship,105430,17,False,0,5,17,17,0,0,0,0,31,65,0,0,0,5,19,18,5,9
5431,worship,105431,17,False,0,5,26,27,0,0,0,0,33,71,0,0,0,5,20,20,5,10
5432,worship,105432,10,False,0,5,8,10,0,0,0,0,13,23,0,0,0,5,10,10,5,5
5433,worship,105433,15,False,0,5,15,17,0,0,0,0,26,51,0,0,0,5,15,14,5,7
5434,worship,105434,17,False,0,5,6,12,0,0,0,0,16,34,0,0,0,5,16,14,5,7
5435,worship,105435,14,False,0,5,15,19,0,0,0,0,16,36,0,0,0,5,15,8,5,4
5436,worship,105436,14,False,0,5,19,20,0,0,0,0,26,56,0,0,0,5,21,16,5,8
5437,worship,105437,18,False,0,5,21,23,0,0,0,0,26,58,0,0,0,5,19,18,5,9
5438,worship,105438,9,False,0,5,5,9,0,0,0,0,7,11,0,0,0,5,6,6,5,3
5439,worship,105439,7,False,0,5,3,12,0,0,0,0,6,12,0,0,0,5,4,2,5,1
5440,worship,105440,8,False,0,5,6,12,0,0,0,0,10,20,0,0,0,5,5,4,5,2
5441,worship,105441,12,False,0,5,17,18,0,0,0,0,20,42,0,0,0,5,13,8,5,4
5442,worship,105442,18,False,0,5,18,19,0,0,0,0,23,48,0,0,0,5,15,14,5,7
5443,worship,105443,10,False,0,5,12,14,0,0,0,0,16,30,0,0,0,5,9,8,5,4
5444,worship,105444,14,False,0,5,14,16,0,0,0,0,20,44,0,0,0,5,15,14,5,7
5445,worship,105445,8,False,0,5,14,14,0,0,0,0,12,24,0,0,0,5,5,4,5,2
5446,worship,105446,9,False,0,5,11,14,0,0,0,0,9,19,0,0,0,5,6,4,5,2
5447,worship,105447,13,False,0,5,7,10,0,0,0,0,17,34,0,0,0,5,11,10,5,5
5448,worship,105448,5,False,0,5,0,7,0,0,0,0,8,12,0,0,0,5,2,2,5,1
5449,worship,105449,6,False,0,5,12,13,0,0,0,0,8,16,0,0,0,5,3,2,5,1
5450,worship,105450,16,False,0,5,5,12,0,0,0,0,20,37,0,0,0,5,14,12,5,6
5451,worship,105451,6,False,0,5,16,16,0,0,0,0,11,24,0,0,0,5,4,4,5,2
5452,worship,105452,15,False,0,5,16,19,0,0,0,0,23,50,0,0,0,5,18,10,5,5
5453,worship,105453,7,False,0,5,12,12,0,0,0,0,11,20,0,0,0,5,4,2,5,1
5454,worship,105454,8,False,0,5,11,11,0,0,0,0,14,28,0,0,0,5,7,2,5,1
5455,worship,105455,6,False,0,5,14,14,0,0,0,0,9,20,0,0,0,5,4,2,5,1
5456,worship,105456,13,False,0,5,29,30,0,0,0,0,24,56,0,0,0,5,10,10,5,5
5457,worship,105457,7,False,0,5,9,9,0,0,0,0,13,20,0,0,0,5,5,4,5,2
5458,worship,105458,8,False,0,5,11,11,0,0,0,0,11,20,0,0,0,5,5,4,5,2
5459,worship,105459,10,False,0,5,11,13,0,0,0,0,15,27,0,0,0,5,8,6,5,3
5460,worship,105460,6,False,0,5,8,9,0,0,0,0,8,16,0,0,0,5,4,2,5,1
5461,worship,105461,9,False,0,5,7,12,0,0,0,0,13,23,0,0,0,5,7,4,5,2
5462,worship,105462,11,False,0,5,7,10,0,0,0,0,14,24,0,0,0,5,12,4,5,2
5463,worship,105463,9,False,0,5,9,11,0,0,0,0,16,25,0,0,0,5,7,6,5,3
5464,worship,105464,7,False,0,5,16,17,0,0,0,0,11,25,0,0,0,5,5,4,5,2
5465,worship,105465,17,False,0,5,19,22,0,0,0,0,25,55,0,0,0,5,23,16,5,8
5466,worship,105466,9,False,0,5,11,14,0,0,0,0,10,20,0,0,0,5,6,4,5,2
5467,worship,105467,22,False,0,5,2,14,0,0,0,0,19,35,0,0,0,5,22,22,5,11
5468,worship,105468,13,False,0,5,16,17,0,0,0,0,19,40,0,0,0,5,14,6,5,3
5469,worship,105469,12,False,0,5,14,16,0,0,0,0,17,39,0,0,0,5,14,6,5,3
5470,worship,105470,8,False,0,5,11,12,0,0,0,0,9,17,0,0,0,5,4,4,5,2
5471,worship,105471,12,False,0,5,8,9,0,0,0,0,19,32,0,0,0,5,12,10,5,5
5472,worship,105472,18,False,0,5,19,22,0,0,0,0,30,62,0,0,0,5,22,22,5,11
5473,worship,105473,11,False,0,5,18,18,0,0,0,0,20,40,0,0,0,5,10,6,5,3
5474,worship,105474,9,False,0,5,12,14,0,0,0,0,12,25,0,0,0,5,5,4,5,2
5475,worship,105475,15,False,0,5,5,13,0,0,0,0,12,23,0,0,0,5,15,12,5,6
5476,worship,105476,7,False,0,5,6,10,0,0,0,0,14,25,0,0,0,5,6,6,5,3
5477,worship,105477,11,False,0,5,5,8,0,0,0,0,14,21,0,0,0,5,11,8,5,4
5478,worship,105478,25,False,0,5,28,30,0,0,0,0,40,87,0,0,0,5,30,26,5,13
5479,worship,105479,17,False,0,5,12,17,0,0,0,0,21,45,0,0,0,5,23,12,5,6
5480,worship,105480,17,False,0,5,0,11,0,0,0,0,9,16,0,0,0,5,18,12,5,6
5481,worship,105481,8,False,0,5,22,22,0,0,0,0,15,35,0,0,0,5,5,4,5,2
5482,worship,105482,12,False,0,5,5,10,0,0,0,0,11,21,0,0,0,5,10,6,5,3
5483,worship,105483,10,False,0,5,19,20,0,0,0,0,17,37,0,0,0,5,8,8,5,4
5484,worship,105484,14,False,0,5,24,24,0,0,0,0,26,56,0,0,0,5,13,8,5,4
5485,worship,105485,12,False,0,5,10,11,0,0,0,0,16,32,0,0,0,5,13,6,5,3
5486,worship,105486,14,False,0,5,24,24,0,0,0,0,30,64,0,0,0,5,18,10,5,5
5487,worship,105487,14,False,0,5,0,11,0,0,0,0,10,20,0,0,0,4,13,10,4,5
5488,worship,105488,13,False,0,5,22,22,0,0,0,0,24,52,0,0,0,5,13,12,5,6
5489,worship,105489,8,False,0,5,18,18,0,0,0,0,15,31,0,0,0,5,5,4,5,2
5490,worship,105490,18,False,0,5,17,17,0,0,0,0,25,52,0,0,0,5,22,14,5,7
5491,worship,105491,15,False,0,5,8,13,0,0,0,0,21,37,0,0,0,5,17,14,5,7
5492,worship,105492,18,False,0,5,17,20,0,0,0,0,24,51,0,0,0,5,20,20,5,10
